CLIENTE,COMBINADO,INGRESO
142,"mantenimiento  revision general sin cables reset ivaa
cambio de almohadillas ivaa
destapado de cabezal ivaa

total ivaa",1920.0
4,"hace un ruido  mantenimiento sin cables sin bandeja de salida de papel mantenimiento y reparacion de sensor de tierra de cartucho  ivaa
cambio de goma  netoa
bandeja salida de papel ivaa

total  netoa

equipo trai una pieza de platico atorada esta provoca ruido",1060.0
142,mantenimiento revision general sin cables mantenimiento preventivo ivaa,680.0
1322,"no enciende con eliminador prende pero no da video

reboleo iva te  a  semanasno aceptado

si se autoriza y no queda se cobran iva por material invertido

se regresa sin reparacion",900.0
1321,"no esta imprimiendo el azul  ravisar calidad de impresion sin accesorios destapado de cabezal ivaa
tinta epson negra   netoa
puede que marque reset y almohadillas

existe el riesgo de que se dae el cabezal por completo",1294.0
142,"no detecta las hojas en el adf y mantenimiento sin cables buen mantenimiento ivaa
cambio de cable flex de adf ivaa
cambio de kit de gomas del adf ivaa
tiempo de entrega es de  a  dias habiles despues de autorizado

totalivaa

nota no trae toner",2220.0
41,"se lleno el cotenedor y se derramo la tina sin cables primeramente limpieza de tinta derramada ivaa
cambio de almohadillas ivaa
reset ivaa

total ivaa

despues validar calidad de impresion y ver si requiere de algo mas",1010.0
1335,"atasca las  hojas al mandar a imprimir mas de  hoja mandan a imprimir y sale la hoja marcando un error sin cables actualizacion de firmware ivaa
cambio de goma  netoa
cambio de pad  netoa
limpieza ivaa

total  netoa",1665.0
598,"marca un error sin cables mantenimiento ivaa
cambio de goma bandeja   netoa
cambio de goma bendeja   netoa
cambio de engranes de fusor  netoa

total  netoa",2725.0
1341,"estaban trabajando en el equipo le conectaron en el puerto usb una lamparita y se apago
al conectarle el eliminador soloparapadeo la luz muy tenue disco esta partido  mac y windows  con eliminador contraea  centro de carga daado ivano aceptado

se regresa sin reparacion",350.0
196,"se atora el carro con tapas y regleta cable integrado mantenimiento y reparacion de motor de seleccion ivaa

transporte iva por vuelta  ivaa

total ivaa",2130.0
63,"marca reset sin cables reset ivaa

destapado de cabezal sin costo por esta ocasion
no sabemos si destape al  ya que trae dao en cabezal",350.0
189,el carro se queda atorado algunas teclas no las detecta cn cinta corrector tapa acrilica servicio mantenimiento  y reparacion de teclado ivaa,650.0
1334,"cabezales sin accesorios pide cartuchocabezal  netocu mhamha

recarga de tinta manual a sistema y cartucho iva",681.0
269,"conectar adecuadamente puertos usb discos durosventildor  revisar audio luces sin tapa ensame y revision de compatibilidad ivano aceptado
se sugiere formateo ivano aceptado

se regresa sin trabajarla",1030.0
4,"esta lenta se  escicha un ruido sin cables no presento ningun ruido toner tenia grapa lo dao y presenta rayas

mantenimiento toner derramado ivaa
cambio de goma  netoa

total  netoa",1261.0
1299,"jala la primera hoja y toma de dos y la segunda hoja se atora sin cables con cartucho buen mantenimiento ivaa
reparacion de selenoide y rotacion de goma ivaa

total ivaa

toner provoca atoramientos requiere cambio",1660.0
875,"atora las hojas y las arruga sin cables buen mantenimiento ivaa
toner provoca atoramientos requiere cambio mtld   netono aceptado",1086.0
1297,"no jala las hojas sin cables con cartucho toner mala calidad favor de cambiarlo a
cambio de goma  netono aceptado
buen mantenimiento y lubricacion al fusor ivano aceptado
notiene bandeja de salida de papel solo hay en color negro ivano aceptado

se regresa sin reparacion",1065.0
98,"estaban soldando y despues de eso comenzo a pitar   no presento problemas si desea el cliente cambio de bat

cambio de bateria v  ah y servicio ivaa",570.0
1354,"contrasea monday   bisagras daadas con eliminador completo cambio de carcasa parte del teclado  netono aceptado
nuevo plateado te  a  semanas

se regresa sin reparacion se dio indicacion que no debe cerrar la laptop por el dao que trae",500.0
1297,"imprime borroso sin cables cambio de almohadillas ivaa
reset ivaa
destapado de cabezal ivaa

en caso de autorizas se requiere tinta negra  netoa

total  a

nota no trae tornillos de la tapa principal",1310.0
1349,"cambio de disco duro a ssd gb sin respaldo con eliminador y cable de energia contrasea  cambio de disco duro solido gb  netoa

pago  efectivo y  ctatejta credito  comision ",1737.55
38,"hace de dos una sin accesorios numero  mantenimiento ajustes de cabezal ivano aceptado

numero  buen mantenimiento rep de navaja ivano aceptado

si no quedaran por trabajo invertido y material se cobran iva cuno aceptado

se regresa sin reparacion",2010.0
1339,"marca almohadillas   reset ivaa
almohadillas ivaa

total ivaa",1260.0
548,"saca mal las hojas atora y trae una pieza suelta   esta atorando las hojas trae dao en el fusor traia un clip grande que dao el fusor

filmina  netoa
rodillo de presion  netoa
servicio  netoa

total  netoa

tiempo de entrega de  a  dias habiles",2680.0
4,"no levanta la hoja de la charola como que le fata algo y su mantenimiento   de la bandeja la tapa del pad esta quebrada no e puede reparar la tapa necesita cambio y le faltan resoltes

costo de la tapa con los resortes ivaa
buen mantenmimiento ivaa

total ivaa",1720.0
4,"esta muy lenta para jalar las hojas sin cables ojo esta imprimiendo de manera correcta no esta lenta quiza sea su cable configuracion o drivers

lo que si vemos es que ya esta desgastada la filimina empieza a sacar lineas
filmina ivaa
goma bandeja   netoa
rep de selenoide bandeja  y  y mant ivaa

total  netoa",2127.0
98,"estaban soldando y despues de eso comenzo a pitar   no presento problemas si desea el cliente cambio de bat

cambio de bateria v  ah y servicio ivaa",570.0
111,"se atora el carro en la mitad y marca  rayitas con cinta solo se le cobrara el cable flex ya que hace poco la compro ivaa

apartir de aqui ya los servicios llevaran costo  normal

ojo la cinta ya esta pintando tenue",380.0
1347,"marca problemas para instalar el corel y el blookbos esto a partir de que se formateo sin cables con  antenas sin contrasea core iwin  ultgb ddr gb ssd en riesgo gb en uso

mantenimiento ex ivaa
ssd gb  netoa
ssd gb  netono aceptado
instalacion de programas iva cucorela

total  netoa",2996.8
351,"instalacion de antivirus sin cables sin contrasea pentiumwin gbgb hdd salud buena

mantenimiento preventivo ivaa
licencia antivirus kasp total sec  meses ivaa

total ivaa",2120.0
98,estaba sin utilizar revision general   cambio de bateria v  ah y servicio ivaa,590.0
1332,"no detecta bien la red inalambrica con eliminador completo se actualizo los drivers mejoro la seal de la tarjeta de wifi pero si sigue con mala seal se sugiere una externa aqui se le hizo pruebas con una tarjeta externa y si funciono al 

sin costo",100.0
970,"marca error sin cables con cartucho no presento ningun error

buen mantenimiento ivaa
goma bandeja  y cambio  netoa

total  netoa",1385.0
1345,"imprime una raya en medio de la hoja sin cables filmina  netoa
cambio de goma  netoa
kit de engranes a
buen mantenimiento ivaa

total  netoa",2905.0
319,no permite trabajar en la paqueteria de office no deja grabar no se gurdan los cambios con eliminador con cable energia sin contrasea activacion de office ivaa,200.0
1345,"sigue atorando las hojas sin accsorios  estaba sucia la goma de mucho polvito blanco de la hoja se limpio y se le hcieron  pag de imprecion

garantia",150.0
374,"prende foco de alerta y no permite hacer nada marca atasco de papel y no tiene nada sin cables priemramente reparacion de la traccion de papel ivaa

posterior ver si requiere de algomas no se puede validar calidad de impresion

no imprime nada destapado de cabezal ivaa

total ivaa",1120.0
1297,"bisagra daada cotizar la tapa completa con eliminador core iwin gb ddr gb ssd

carcasa nueva parte superior  netono aceptado
te  a  semanas

se van a esperar a que autorice el cliente despues nos avisan",2940.0
374,"esta muy lenta al desconectar el eliminador se apaga el equipo con eliminador contrasea carlos intel core iwin  homegb ddr  max gbtb hdd salud buena gb en uso
bateria daada gen eko  netoa
original  netono aceptado
recomendacion
ssd gb  netoa
ssd gb  netono aceptado
ram gb  netono aceptado

total  netoa",5638.0
136,pita y no respalda   cambio de bateria v  ah y servicio ivaa,570.0
915,"no levana la hoja   cambio de eje de goma de arrastre ivaa

esta chueco quiza se les atoro una hoja y al retirarla la jalaron mal y lo dao",450.0
81,"marca atasco de pael sin cables tinta primeramente reparacion de sensor de papel ivaa

depsues ver si requiere de algo mas en caso de autorizar y llega a tener cabezal daado se cobran los iva por trabajo invertido

destapado de cabezal ivano aceptado se regresa sin reparacion",1240.0
1142,"manda mensaje de la esponja de tinta llena sin cable usb primeramente reset ivaa

almohadillas no necesarias aun",350.0
1367,"no imprime trae tinta derramada sin cables tanques de tinta por mitad reset  netono aceptado
cambio de almohadillas  netono aceptado
destapado cabezal  netono aceptado
limpieza de tinta derramada  netono aceptado 
se sugiere cambio de goma comienza a desgastarse  netono aceptado

si acepta y no llega a destapar se cobrarian  neto por material invertido
se regresa sin reparacion ",2597.0
33,"no imprime la dejaron de usar por  dias sin cables destapado de cabezal ivaa

reset   almohadillas  de vida util aprox

no destapo al  se cobran ivaa


se entrego a pedro",1160.0
1349,"mantenimientoesta muy lentatiene varios videojuegos tarda mucho en abrir programas como la paqueteria de office se calienta mucho la conectan a base enfriadora y extractor con eliminador completo contrasea core iwin gb ddr tb hdd salud buena gb en uso

manteimiento ex  netoa
ssd gb  netono aceptado 
ssd gb  netono aceptado",4848.0
684,"imprime el azul muy tenue  anteriormente si pintaba fuerte sin cables tintas casi llenas destapado de cabezal ivano aceptado

puede que ya tenga dao el cabezal en el color azul

se regresa sin reparacion",480.0
55,"  sin eliminador boton de avance de papel no funciona correctamente ivaa
reparacion y lubricacion a navaja ivaa
mantenimiento ivaa

total ivaa",1420.0
941,"esta muy lenta en ocasiones no esta tan lenta pero otras si con eliminador contrasea marquez core iwin gb ddr tb gb hdd gb de uso salud buena

mantenimineto ex ivaa
ssd gb  netoa
enclouser  netoa
antivirus ivano aceptado

total  netoa",5216.0
297,"no toma las hojas y marca almohadillas sin cables si toma las hojas
reset y cambio de almohadillas ivano aceptado
destapado de cabezal ivano aceptado
reparacion de bandeja de papel trasera y charola de adf rotas ivano aceptado
total ivano aceptado

si se autoriza y no llega a destapar se cobran iva por material y tiempo invertido
se regresa sin reparacion",2060.0
19,"dispay daado cerraron con audifonos dentro hizo un corto le comentaron que estaba daado el mosfet de carga sin eliminador contrasea no enciende primeramente ver a nivel componente 
costo de revision iva 
primeramente rep corto ivaa

si queda se tiene que cotizar el display

pantalla  netoa

total  netoa",1266.0
576,"no reconoce los puertos usb configuran radios con eliminador sin contrasea no detecta los puertos usb primeramente tenemos que intentar migrar so software  windows al mas actal  trae win  obsoleto

formateo con respaldo  netono aceptado

equipo lento se recomienda ssd gb  netono aceptado

se regresa sin reparacion ",870.0
1342,"no imprime tenian tiempo sin usarla si se autoriza la tinta con eliminador completo cambio de cartuchos  tricolo y negro  cu
ojo dejo pagado un cartucho se unstalo el negro

mantenimiento ivaa",1322.0
55,"no respalda   cambio de bateria v  ah iva marca power sonicno aceptado

se regresa sin reparacion ",590.0
1342,"se le cambio el toner y ya no imprimio nada   buen mat ivaa
pad y cambio  netoa
nota su toner esta daado provoca atoramientos neceista cambio s  netoa
cluth daado ivaa


total  sfacta",1321.0
258,"no da video   fuente de alimentacion daada
 reparacion ivaa",650.0
933,"se acabo la tinta la rellenaron y ahora no imprime bien los colores con cable usb y de energia destapado de cabezal iva a

quiza marque reset y almohadillas si asi fuera se le haria saber",580.0
905,"no imprime atora las hojas y mantenimiento con cable energia integrado buen mantenimiento  netono aceptado
reparacion de traccion de papel  netono aceptado
drum mala calidad dr gen  netono aceptado

total  netono aceptado

se regresa sin reparacion",3120.0
735,no enciende con eliminador contrasea familia el cable de energia del eliminador  daado  aceptado,150.0
1157,"esta lentamarca mensaje que no tiene virus con eliminador sin contrasea celeron nwin gb ddr tb hdd salud buena

ssd gb  netoa
antivirus ivaa
memoria ram gb  netono aceptado",4666.0
1373,"ssd  antivirus karspesky carcasa contrasea  eliminador completo amd ryzen  win  homegb ddr  max gbtb hdd salud buena  gb en uso

ssd gb  netoa
licencia antivirus anual kis  netoa
case  netoa

total  netoa",7403.0
1370,"marca error da pantalla azul   contrasea violin con eliminador completo trae virusse requiere realizar formateo con respaldo  netoa
licencia de antivirus kaspersky anual  netoa

total  netoa",1700.0
